date,precip,high temp,flow
,in,f,ft^3/s
2014-06-18,0.5118110236220472,80.96000000000001,308.0
2014-06-19,4.1299212598425195,73.94,395.0
2014-06-20,0.0,84.92,384.0
2014-06-21,0.0,84.92,377.0
2014-06-22,0.09055118110236221,77.0,381.0
2014-06-23,0.0,82.94,386.0
2014-06-24,0.0,84.02,386.0
2014-06-25,0.0,71.96000000000001,383.0
2014-06-26,0.0,80.96000000000001,377.0
2014-06-27,0.0,80.96000000000001,369.0
2014-06-28,0.5,82.94,371.0
2014-06-29,0.011811023622047244,84.92,395.0
2014-06-30,0.0,80.96000000000001,393.0
2014-07-01,0.14960629921259844,75.02,391.0
2014-07-02,0.011811023622047244,73.94,387.0
2014-07-03,0.0,78.08000000000001,379.0
2014-07-04,0.0,78.08000000000001,369.0
2014-07-05,0.0,84.02,357.0
2014-07-06,0.12992125984251968,89.96000000000001,348.0
2014-07-07,0.37007874015748027,87.08000000000001,340.0
2014-07-08,0.0,77.0,336.0
2014-07-09,0.0,78.98,324.0
2014-07-10,0.0,84.92,314.0
2014-07-11,1.031496062992126,80.96000000000001,314.0
2014-07-12,0.05905511811023622,80.06,307.0
2014-07-13,0.0,78.08000000000001,296.0
2014-07-14,0.07086614173228346,64.94,285.0
2014-07-15,0.0,71.96000000000001,275.0
2014-07-16,0.0,77.0,266.0
2014-07-17,0.0,78.98,257.0
2014-07-18,0.0,78.98,247.0
2014-07-19,0.0,78.98,238.0
2014-07-20,0.0,87.08000000000001,230.0
2014-07-21,0.0,91.94,223.0
2014-07-22,0.0,86.0,216.0
2014-07-23,0.0,84.02,207.0
2014-07-24,0.0,82.03999999999999,198.0
2014-07-25,0.42125984251968507,80.96000000000001,192.0
2014-07-26,0.0,86.0,183.0
2014-07-27,0.031496062992125984,78.08000000000001,175.0
2014-07-28,0.0,77.0,169.0
2014-07-29,0.0,80.96000000000001,161.0
2014-07-30,0.0,82.94,153.0
2014-07-31,0.0,84.02,144.0
2014-08-01,0.0,87.08000000000001,138.0
2014-08-02,0.0,87.08000000000001,131.0
2014-08-03,0.6692913385826771,87.98,129.0
2014-08-04,0.0,80.96000000000001,124.0
2014-08-05,0.0,80.96000000000001,120.0
2014-08-06,0.0,82.03999999999999,116.0
2014-08-07,0.0,82.94,110.0
2014-08-08,0.0,82.94,102.0
2014-08-09,0.0,78.98,96.3
2014-08-10,0.14960629921259844,84.02,91.8
2014-08-11,0.03937007874015748,78.08000000000001,95.1
2014-08-12,0.0,80.06,89.3
2014-08-13,0.0,82.94,84.9
2014-08-14,0.0,80.06,80.4
2014-08-15,0.0,84.92,76.0
2014-08-16,0.07874015748031496,86.0,71.9
2014-08-17,0.2716535433070866,80.96000000000001,69.4
2014-08-18,0.011811023622047244,87.08000000000001,67.5
2014-08-19,0.0,80.96000000000001,65.7
2014-08-20,0.0,82.94,62.2
2014-08-21,0.07086614173228346,84.92,78.2
2014-08-22,0.0,78.98,73.4
2014-08-23,0.0,77.0,68.4
2014-08-24,0.14173228346456693,89.06,64.2
2014-08-25,0.0,78.98,60.6
2014-08-26,0.0,75.92,58.3
2014-08-27,0.0,78.08000000000001,57.0
2014-08-28,0.01968503937007874,71.96000000000001,54.2
2014-08-29,0.6811023622047244,80.06,67.8
2014-08-30,0.2992125984251969,77.0,77.9
2014-08-31,0.46850393700787396,84.92,71.2
2014-09-01,0.16929133858267717,78.08000000000001,77.8
2014-09-02,0.0,78.08000000000001,75.3
2014-09-03,0.12992125984251968,80.06,76.6
2014-09-04,0.0,86.0,80.3
2014-09-05,0.0,66.02,78.1
2014-09-06,0.0,77.0,77.7
2014-09-07,0.0,75.92,76.3
2014-09-08,0.0,75.02,73.6
2014-09-09,0.18110236220472442,75.02,74.0
2014-09-10,0.031496062992125984,68.0,98.0
2014-09-11,0.0,57.019999999999996,90.9
2014-09-12,0.0,55.94,85.9
2014-09-13,0.0,60.08,81.9
2014-09-14,0.0,64.94,78.3
2014-09-15,0.05905511811023622,62.06,77.0
2014-09-16,0.0,68.0,74.9
2014-09-17,0.0,77.0,72.8
2014-09-18,0.0,75.02,71.5
2014-09-19,0.0,80.96000000000001,68.2
2014-09-20,0.24015748031496062,77.0,68.0
2014-09-21,0.0,66.92,68.2
2014-09-22,0.0,71.96000000000001,65.8
2014-09-23,0.0,73.94,63.2
2014-09-24,0.03937007874015748,64.94,59.8
2014-09-25,0.0,77.0,58.0
2014-09-26,0.0,82.03999999999999,56.4
2014-09-27,0.0,82.94,53.7
2014-09-28,0.0,82.03999999999999,51.5
2014-09-29,0.07086614173228346,66.92,52.6
2014-09-30,0.0,59.0,50.5
2014-10-01,0.6889763779527559,59.0,51.0
2014-10-02,0.7795275590551181,60.08,55.0
2014-10-03,0.09055118110236221,50.0,56.1
2014-10-04,0.031496062992125984,51.08,52.5
2014-10-05,0.0,48.92,48.6
2014-10-06,0.0,62.96,43.8
2014-10-07,0.0,60.08,40.5
2014-10-08,0.0,59.0,35.6
2014-10-09,0.0,53.96,31.3
2014-10-10,0.0,53.06,26.6
2014-10-11,0.0,57.019999999999996,21.6
2014-10-12,0.0,60.980000000000004,17.5
2014-10-13,0.01968503937007874,57.019999999999996,15.5
2014-10-14,0.0,64.94,16.5
2014-10-15,0.0,66.02,20.2
2014-10-16,0.0,71.96000000000001,32.2
2014-10-17,0.0,57.92,37.3
2014-10-18,0.0,53.96,41.3
2014-10-19,0.0,69.08000000000001,38.8
2014-10-20,0.0,64.03999999999999,38.4
2014-10-21,0.0,57.92,38.1
2014-10-22,0.0,60.08,34.6
2014-10-23,0.14173228346456693,68.0,32.3
2014-10-24,0.0,66.92,31.3
2014-10-25,0.0,62.96,28.2
2014-10-26,0.0,64.03999999999999,25.6
2014-10-27,0.0,66.92,24.3
2014-10-28,0.0,48.92,19.9
2014-10-29,0.0,42.980000000000004,17.9
2014-10-30,0.0,48.92,18.7
2014-10-31,0.0,39.92,19.6
2015-06-15,0.0,78.08000000000001,118.0
2015-06-16,0.0,71.96000000000001,112.0
2015-06-17,0.8700787401574803,78.98,109.0
2015-06-18,0.0,78.98,105.0
2015-06-19,0.0,78.98,99.6
2015-06-20,0.42913385826771655,82.03999999999999,99.1
2015-06-21,0.0,86.0,93.7
2015-06-22,0.9488188976377954,82.03999999999999,92.8
2015-06-23,0.0,78.98,88.0
2015-06-24,0.0,78.08000000000001,83.9
2015-06-25,0.0,82.03999999999999,80.9
2015-06-26,0.05905511811023622,80.96000000000001,76.8
2015-06-27,0.01968503937007874,82.94,73.4
2015-06-28,0.09055118110236221,82.03999999999999,81.5
2015-06-29,0.11023622047244096,82.94,82.4
2015-06-30,0.0,77.0,83.7
2015-07-01,0.0,73.03999999999999,75.9
2015-07-02,0.0,77.0,70.7
2015-07-03,0.0,80.06,65.4
2015-07-04,0.0,84.92,61.5
2015-07-05,0.03937007874015748,87.98,57.1
2015-07-06,2.830708661417323,75.92,117.0
2015-07-07,0.0,71.96000000000001,98.3
2015-07-08,0.0,73.03999999999999,90.6
2015-07-09,0.0,80.96000000000001,87.4
2015-07-10,0.0,84.92,87.8
2015-07-11,0.0,82.03999999999999,93.9
2015-07-12,1.889763779527559,89.06,100.0
2015-07-13,0.0,87.08000000000001,186.0
2015-07-14,0.0,84.02,157.0
2015-07-15,0.011811023622047244,80.96000000000001,152.0
2015-07-16,0.16141732283464566,71.96000000000001,151.0
2015-07-17,0.6181102362204725,89.96000000000001,156.0
2015-07-18,0.25196850393700787,87.98,274.0
2015-07-19,0.0,84.02,237.0
2015-07-20,0.0,80.96000000000001,245.0
2015-07-21,0.0,80.96000000000001,251.0
2015-07-22,0.0,82.03999999999999,254.0
2015-07-23,0.0,84.02,254.0
2015-07-24,0.22834645669291337,87.98,252.0
2015-07-25,0.0,86.0,248.0
2015-07-26,0.0,87.08000000000001,242.0
2015-07-27,0.0,86.0,234.0
2015-07-28,1.2913385826771653,84.02,250.0
2015-07-29,0.0,82.03999999999999,234.0
2015-07-30,0.0,84.92,219.0
2015-07-31,0.0,82.03999999999999,208.0
2015-08-01,0.0,86.0,197.0
2015-08-02,0.0,84.02,186.0
2015-08-03,0.0,80.06,177.0
2015-08-04,0.0,82.03999999999999,167.0
2015-08-05,0.0,82.03999999999999,157.0
2015-08-06,0.24015748031496062,73.94,154.0
2015-08-07,0.42913385826771655,84.02,158.0
2015-08-08,0.011811023622047244,80.06,147.0
2015-08-09,0.05905511811023622,82.03999999999999,143.0
2015-08-10,0.0,82.03999999999999,139.0
2015-08-11,0.0,82.03999999999999,132.0
2015-08-12,0.0,84.92,125.0
2015-08-13,0.051181102362204724,84.92,121.0
2015-08-14,0.0,93.92,116.0
2015-08-15,0.0,91.03999999999999,110.0
2015-08-16,0.5118110236220472,82.03999999999999,105.0
2015-08-17,0.07874015748031496,73.94,102.0
2015-08-18,0.921259842519685,66.92,107.0
2015-08-19,0.09842519685039369,64.94,111.0
2015-08-20,0.0,73.94,107.0
2015-08-21,0.0,80.96000000000001,103.0
2015-08-22,0.5905511811023622,82.03999999999999,103.0
2015-08-23,0.0,69.98,109.0
2015-08-24,0.0,66.92,107.0
2015-08-25,0.0,73.94,106.0
2015-08-26,0.0,75.02,104.0
2015-08-27,0.0,75.92,101.0
2015-08-28,0.0,75.92,97.9
2015-08-29,0.0,73.94,94.9
2015-08-30,0.0,80.96000000000001,91.4
2015-08-31,0.0,86.0,87.8
2015-09-01,0.0,86.0,85.3
2015-09-02,0.22834645669291337,78.08000000000001,90.0
2015-09-03,0.0,84.02,87.9
